function	dimension	avg	best	worst	std
ackley	1	0.00044308034814356155	4.440892098500626e-16	0.009439049822824064	0.001694768287392001
ackley	2	0.009624035661712297	3.870458599397608e-06	0.11130924841275958	0.021838626735747803
ackley	5	0.10710378570786748	9.501041436710267e-06	2.8385428761100227	0.5080072391482116
ackley	10	0.042023353963725744	4.440892098500626e-16	0.6307155730367531	0.12319282975374254
ackley	20	1.122581004560853	4.521941796342688e-05	20.000001247469083	4.042093273689999
ackley	25	1.0591295365166429	4.423520960061822e-05	20.000011156318326	3.7169402885083223
ackley	50	0.23269036407321503	4.863801205789997e-06	6.5462733570963145	1.172767122047359
ackley	100	1.5958763676899115	0.00013028678899518198	20.000000453237647	4.9595643703128305
ackley	200	1.974762186281762	3.301554324908196e-05	20.000000453547873	5.36969496257337
ackley	500	1.9316566718813535	0.00019958031212796712	20.00000139496869	4.9844108570086565
